6LcauUZjF1eXQrgqMUecHX,Ayy Macarena,Ayy Macarena,r&b,Tyga,131607
7h0d2h0fUmzbs7zeFigJPn,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,JACKBOYS,r&b,Travis Scott,244874
6lruHh1jF7ezgbLv72xYmf,FML,Living Facts,r&b,Arizona Zervas,223000
6gi6y1xwmVszDWkUqab1qw,OUT WEST (feat. Young Thug),JACKBOYS,r&b,JACKBOYS,157712
1ZPWWSwCkxKfqdp4H0RFCo,ROXANNE,ROXANNE,r&b,Arizona Zervas,163636
54yCP5dfn4uvU5h37aE8f4,Out Of Your Mind (feat. Swae Lee & Chris Brown),MONTANA,r&b,French Montana,194171
6uJONCdr2rC65BNmCnTBWK,GANG GANG,JACKBOYS,r&b,JACKBOYS,244761
1iSqfoUFnQwV0QW1EfUit8,Suicidal,Melly vs. Melvin,r&b,YNW Melly,222997
2BWXfyYzeLcK0pbvPp9Itw,Richer Than Ever,Richer Than Ever,r&b,Fivio Foreign,185443
4IO8X9W69dIQe0EC5ALXhq,Immortal,Immortal,r&b,21 Savage,254723
51Fjme0JiitpyXKuyQiCDo,Lalala,Lalala,r&b,Y2K,160627
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,HIGHEST IN THE ROOM,r&b,Travis Scott,175721
2Xo3rLHjXfdb4avN68aQyi,BEST ON EARTH (feat. BIA),BEST ON EARTH (feat. BIA),r&b,Russ,160720
3RZftiuTcLOqpsd8ZlwNhr,Hop Off A Jet (feat. Travis Scott),So Much Fun (Deluxe),r&b,Young Thug,174067
4Hqh0dS4x07zuRw6eBTO7p,20/20,20/20,r&b,Lil Tjay,230448
51wFQM8W0YfXTmHusXUr5i,MAMACITA,MAMACITA,r&b,Tyga,202653
6Gg1gjgKi2AK4e0qzsR7sd,Bandit (with YoungBoy Never Broke Again),Bandit (with YoungBoy Never Broke Again),r&b,Juice WRLD,189323
2kUIOTeKv8ZeT6vh9gh7RF,No Denying,No Denying,r&b,J Hus,214547
2Ec33AVlkTTq8BHFgBTdQs,Futsal Shuffle 2020,Futsal Shuffle 2020,r&b,Lil Uzi Vert,198913
0RLLvYBopDwooCyvnTwgYu,F.N,True 2 Myself,r&b,Lil Tjay,224000
6Ozh9Ok6h4Oi1wUSLtBseN,BOP,KIRK,r&b,DaBaby,159715
7f5trao56t7sB7f14QDTmp,Juicy (feat. Tyga),Hot Pink,r&b,Doja Cat,203093
0vXVI7kPKK2p6XO4rybEHC,Purpose (feat. G Herbo),Purpose (feat. G Herbo),r&b,Calboy,179840
0nbXyq5TXYPCO7pr3N8S4I,The Box,Please Excuse Me For Being Antisocial,r&b,Roddy Ricch,196653
3X6KN4WFgPYBETFMMX675P,NIGHTTIME (Interlude),NIGHTTIME (Interlude),r&b,Russ,189867
4FmzpxyIKD0VmTz5KhQzJm,Vendetta,Vendetta,r&b,KILLY,149413
4bl1HBZliBuYpFZjWgefE4,Peta (feat. Meek Mill),Please Excuse Me For Being Antisocial,r&b,Roddy Ricch,198849
4YrS33mjBWWchoLJTkAKwt,Go In,Go In,r&b,Lil Tjay,254963
6piAUJJQFD8oHDUr0b7l7q,VALENTINO,DROPPED OUTTA COLLEGE,r&b,24kGoldn,179133
7A20WnLkjtZU2d7hIB6Ziu,Start Wit Me (feat. Gunna),Please Excuse Me For Being Antisocial,r&b,Roddy Ricch,158692
14X1WxiHXdVRJ99cMCBzOE,How I Move (feat. Lil Baby),LOVE FOR GUALA,r&b,Flipp Dinero,224916
2QpGZOhTCHHiKmpSO9FW4h,Follow God,JESUS IS KING,r&b,Kanye West,104591
68poZGRClFTzLdeRz9X0M2,Panini,Panini,r&b,Lil Nas X,114893
7tgjDlQsMR8RvkdlNCJA58,6 Kiss,A Love Letter To You 4,r&b,Trippie Redd,199437
1BtFqF8pw7OEFCHjvKUcx7,Red Eye,Red Eye,r&b,7715,154709
4gRkhkJHnmtR3eVEPQtpEw,Like A Pro,Church on Sunday,r&b,Blac Youngsta,177008
57xrUUzrdlVEQXBnsx6AWB,Princ3,Princ3,r&b,Not3s,187381
1wTH87zcNcR4vn1iJLDv0c,Last Name (feat. Lil Durk),Last Name (feat. Lil Durk),r&b,Future,209587
1oHkXeW88HEtFt6P3TvBIt,Whisper,Church on Sunday,r&b,Blac Youngsta,197192
3JERoo6pokCgQ81z79Jpmo,That's Tuff (feat. Quavo),That's Tuff,r&b,Rich The Kid,154000
1ghvzmzpx2nnrbx7wtpMgo,Cyber Sex,Hot Pink,r&b,Doja Cat,165733
598yNsG1JFrGd4n2kMoz7F,Woah,Woah,r&b,Lil Baby,183011
31m40qBxoj4iMSnQLkq8nP,Netflix & Chill,Netflix & Chill,r&b,Fredo,221818
3QzAOrNlsabgbMwlZt7TAY,Ballin' (with Roddy Ricch),Perfect Ten,r&b,Mustard,180435
3VyjsVV24RmBIbWJAeUJNu,No Idea,No Idea,r&b,Don Toliver,153750
6xW2g0c5uSoa3S6xk9eI4j,W (feat. Gunna),W (feat. Gunna),r&b,Koffee,230151
66FltlEV09mPJYAyfYm8De,Bang Bang,Melly vs. Melvin,r&b,YNW Melly,260333
2aV5ZEAvHwvL332EsJ1gWc,DROPPED OUTTA COLLEGE,DROPPED OUTTA COLLEGE,r&b,24kGoldn,127613
3fx31TjnwvwZIyAGHhOhA1,Forever,Forever,r&b,NLE Choppa,202667
4Yt4jOTZExnjcrMrN0rGi0,Fangirl,EVERYBODY'S EVERYTHING,r&b,Lil Peep,126480
56AMYGJzxBO6p8v0wEe9de,Hot (Remix) [feat. Gunna and Travis Scott],Hot (Remix) [feat. Gunna and Travis Scott],r&b,Young Thug,279907
5bzaS5tAni5oUpW7bWVdtY,I Wanna Rock (feat. Gunna),Scary Nights,r&b,G-Eazy,163387
456VGUkWQopbY9ObfXnAvs,Goodbye,Church on Sunday,r&b,Blac Youngsta,245087
3Kd6Wp3lG5HXMB2dlvuy7y,Death,A Love Letter To You 4,r&b,Trippie Redd,172196
0PXukVbYpvz40KcEFKnIw7,Don't Rush (feat. Headie One),Don't Rush (feat. Headie One),r&b,Young T & Bugsey,207640
3OKjt7tEwniRCq984dsx7f,How TF,How TF,r&b,Deante' Hitchcock,241213
2EsyJN3AvC3zBlkQpb119M,GAMES ON YOUR PHONE,DROPPED OUTTA COLLEGE,r&b,24kGoldn,150933
2n1oPHJVMPWJkjgHwVcksY,Must Be,Must Be,r&b,J Hus,207975
2SasoXZyv82yYgHiVOvxQn,On God,JESUS IS KING,r&b,Kanye West,136351
7CS41pvRBhejuFs4m5nwtr,When I Lie,GOTH ANGEL SINNER,r&b,Lil Peep,237000
4NeioZ97QrelO02IXj4uYf,Monster,Monster,r&b,Future,219040
7oBW80497A8axagr4aC9U6,Finer Things,Die A Legend,r&b,Polo G,182387
1xbtojAZsQjOgiGdGX6ChU,Ransom,Ransom,r&b,Lil Tecca,131248
4FI61LWcjeKuaG52jcuAOK,Mr. Ferrari,Mr. Ferrari,r&b,GASHI,236388
57ciWTOKgrXVBxktMJyUB1,Pose (feat. Megan Thee Stallion & Lil Uzi Vert),Pose (feat. Megan Thee Stallion & Lil Uzi Vert),r&b,Yo Gotti,226038
03j7YmO2dZ8nEY5N5131hz,Bury Me,Bury Me,r&b,View,201536
0S56ARhyAIZ5OzFX54H2pH,Rules,Rules,r&b,Doja Cat,188173
5q7OgVoW3RHSTh9WUDlpqw,Mile Away,Mile Away,r&b,Kelvyn Colt,192507
5FkoSXiJPKTNyYgALRJFhD,ORANGE SODA,DIE FOR MY BITCH,r&b,Baby Keem,129882
1i2ujygcFXUBEJucbsBvKQ,MAD GAAL,95,r&b,BEAM,137935
7o37Ph6EcGzjpoPnRL2MRd,In Love with the K (feat. BlocBoy JB),In Love with the K (feat. BlocBoy JB),r&b,Swagger Rite,187806
5hDAT527wXWNBnJlujhuUs,Stuck In A Dream (feat. Gunna),Stuck In A Dream (feat. Gunna),r&b,Lil Mosey,123560
028JxheELfIvvY4zBXuMjw,Heartless (feat. Mustard),Heartless (feat. Mustard),r&b,Polo G,201627
643PW82aBMUa1FiWi5VQY7,Babushka Boi,Babushka Boi,r&b,A$AP Rocky,187105
4sjiIpEv617LDXaidKioOI,223's (feat. 9lokknine),223's (feat. 9lokknine),r&b,YNW Melly,176640
6XHVuErjQ4XNm6nDPVCxVX,No Guidance (feat. Drake),Indigo,r&b,Chris Brown,260640
6VYXuUz1nYMap8gtqeIrQB,I Think I Luv Her,I Think I Luv Her,r&b,Tyla Yaweh,160742
0fySG6A6qLE8IvDpayb5bM,VIBEZ,KIRK,r&b,DaBaby,144935
33XAmcT5fPi1USyjAFCMcC,J. Gotti,J. Gotti,r&b,View,204000
694vvR5o19xHPhhJ5QdLN7,NO HALO,GINGER,r&b,BROCKHAMPTON,259747
1xPpYbCaJWonL7IFXPDjON,Taste (Make It Shake),AitcH2O,r&b,Aitch,213680
4sWuPniHClkInYAnzXAYUF,Camelot,Camelot,r&b,NLE Choppa,148759
5lN7UtvhpwEHzifSjKw3z2,Woah (feat. D3Mstreet),Woah (feat. D3Mstreet),r&b,KRYPTO9095,123373
6e9biVAugkOfydEN8OiJpi,Pose (feat. Lil Uzi Vert),Pose (feat. Lil Uzi Vert),r&b,Yo Gotti,170156
6klLvorLoo1sxvZcjJIY8I,Make No Sense,AI YoungBoy 2,r&b,YoungBoy Never Broke Again,148630
1GeNui6m825V8jP4uKiIaH,Bad Bad Bad (feat. Lil Baby),So Much Fun,r&b,Young Thug,149040
7u9CKCgpGAm9UiSXQ70I46,No Rappers (feat. E-40),B-Sides,r&b,G-Eazy,187072
0nkwj667p0oMEURBST8Nyx,Drive Way (feat. Azul Wynter),GASHI,r&b,GASHI,194430
6UFEJuDXQMWhL5UH5f9fUR,Enemies (feat. DaBaby),Hollywood's Bleeding,r&b,Post Malone,196760
5r7WvQtyPfy1xch5zMgGRp,Behind Barz - Bonus,Top Boy (A Selection of Music Inspired by the Series),r&b,Drake,163121
3s9f1LQ6607eDj9UYCzmgk,Running the Streets (feat. A Boogie Wit Da Hoodie & Denzel Curry),Port of Miami 2,r&b,Rick Ross,224840
6GefwzSnQkQoCnWJNs9IZR,RENT FREE,RENT FREE,r&b,Russ,150200
7CZyCXKG6d5ALeq41sLzbw,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Hollywood's Bleeding,r&b,Post Malone,229573
2rTnVB1bvwxHtaIl4uVu7f,Slide,Slide,r&b,H.E.R.,238321
1ToprX3cpBiXoAe5eNSk74,Eleven,Eleven,r&b,Khalid,206361
6U0FIYXCQ3TGrk4tFpLrEA,SUGAR,GINGER,r&b,BROCKHAMPTON,204533
1Gv8NYJeqQNXXrYQ1c1r4e,LIKE I WANT YOU,LIKE I WANT YOU,r&b,Giveon,260522
6PYnUsNEpYC7A4BS2sjw3L,Right Back (feat. A Boogie Wit Da Hoodie),Right Back (feat. A Boogie Wit Da Hoodie),r&b,Khalid,255000
4LMEdIzw7L81qgmstYHRU9,Like I Do,Like I Do,r&b,AWA,233671
3NRql0A1Ef4RCvT473iqgD,Hell N Back,Hell N Back,r&b,Bakar,213573
0L6w0YHzEYfmO8Pp0ibcin,All Facts (feat. Ty Dolla $ign),B-Sides,r&b,G-Eazy,180581
2xyx0o4xNOLLjBSbOOdcbA,Playing Games (with Bryson Tiller) - Extended Version,Over It,r&b,Summer Walker,143227
696DnlkuDOXcMAnKlTgXXK,ROXANNE,ROXANNE,r&b,Arizona Zervas,163636
3Ey11v2aiX14s4wBaYbhlp,Don't Waste My Time (feat. Ella Mai),Don't Waste My Time (feat. Ella Mai),r&b,Usher,199720
5pAbCxt9e3f81lOmjIXwzd,Be Honest (feat. Burna Boy),Be Honest (feat. Burna Boy),r&b,Jorja Smith,207031
41SwdQIX8Hy2u6fuEDgvWr,10%,BUBBA,r&b,KAYTRANADA,186680
2sqsNXfN0HtgDEgaHXiUTa,Won't Be Late (feat. Drake),Won't Be Late (feat. Drake),r&b,Swae Lee,218710
4RexiJIjheGmtIoRQDAINh,Times (feat. Robn),Times (feat. Robn),r&b,Moh Flow,228013
6S1IgeHxxOT9qVWnmsdGxe,Treehouse (feat. Shotty Horroh),Treehouse (feat. Shotty Horroh),r&b,James Arthur,219933
7qvsl2pYzrsYgPeFBN5jxp,Juicy,Juicy,r&b,Doja Cat,202333
3f9Mzvd3URfbbIJBX4pz9Z,Phone Numbers,Phone Numbers,r&b,Dominic Fike,146827
1yaWRS9r2woTNmJpCKd5l9,Two 10s,Two 10s,r&b,Quinn XCII,216284
4xmq2DFdbkwVqimOKQGZU7,The World Is Mine,The World Is Mine,r&b,Samm Henshaw,175627
3KKGBhKtAyspFBw8FtNQrL,Yesterday (feat. Maxx Owa),GASHI,r&b,GASHI,195509
6lzLjIOyWTyTJvk0jraYee,Could've Been (feat. Bryson Tiller),I Used To Know Her: The Prelude,r&b,H.E.R.,248467
3XEdqQtGHAM5huMrs3RaKN,Acid Dreams,Acid Dreams,r&b,MAX,183930
1VUGWjzlqudhTqvhc17miB,Live Fast - PUBGM,Live Fast (PUBGM),r&b,Alan Walker,225096
7aQeWViSfRWSEwtJD86Eq0,Late Night Feelings (feat. Lykke Li),Late Night Feelings (feat. Lykke Li),r&b,Mark Ronson,251029
59K1LiDT4btNGyOekA1ghR,Pony,Pony,r&b,Julian Perretta,196707
6tgEc2O1uFHcZDKPoo6PC8,ALREADY,The Lion King: The Gift,r&b,Beyoncé,222529
0vpBmYdeqltCcOpufZCLcx,Lights On,Lights On,r&b,Izzy Bizu,198413
33JqYIiKMTwSOXZOrn3Rl5,Oh My God,Oh My God,r&b,Lord Siva,157875
48k1KCYemNpwdgb34xX8sQ,Do Well,Do Well,r&b,Pip Millett,198987
1HPYQsdYYNgtSvm8JOtsWk,Don't Ask,Don't Ask,r&b,Aeris Roves,167240
4i53smHJgzRgTEI9F2mZ93,Real Games,II,r&b,Lucky Daye,331280
70sKIAQgaVN2zWEEyOpyMZ,All Night (BTS World Original Soundtrack) [Pt. 3],All Night (BTS World Original Soundtrack) [Pt. 3],r&b,BTS,216874
0mfCH4nfpshBQR9ueZP5eP,Girls Need Love (with Drake) - Remix,Girls Need Love (with Drake) [Remix],r&b,Summer Walker,222374
6lL4XxFC1AssoWX7pYrxvr,Bricks,Bricks,r&b,Tommy Genesis,234860
0PG9fbaaHFHfre2gUVo7AN,Please Me,Please Me,r&b,Cardi B,200890
0Ryd8975WihbObpp5cPW1t,boyfriend (with Social House),boyfriend,r&b,Ariana Grande,186107
0VXinRGqxFxr1BKrOrC9pP,Make It Out Alive (feat. SiR),Saturn,r&b,Nao,239147
5b0nFlX4ha3vBqKEPYiwme,Sit Back,Kare Package,r&b,IAMDDB,212087
5zXmmhtXrhDbYnScaYpqZg,Imported (with 6LACK),Imported (with 6LACK),r&b,Jessie Reyez,225040
3kxfsdsCpFgN412fpnW85Y,Redbone,"""Awaken My Love!""",r&b,Childish Gambino,326933
2fhePAlCSsJplwkjqMYpVm,LOVE AGAIN,CASE STUDY 01,r&b,Daniel Caesar,214278
3swc6WTsr7rl9DqQKQA55C,Psycho (feat. Ty Dolla $ign),beerbongs & bentleys,r&b,Post Malone,221440
5RyzgwMS1kkEYjCql0yEWT,Forgot About,Forgot About,r&b,Priya Ragu,300681
5ym4GENsMc7VbZVYyulq84,Roll Some Mo,Roll Some Mo,r&b,Lucky Daye,292885
3fMKnwiByu9yfeD5ISn9Et,Like I Used To,Like I Used To,r&b,Tinashe,187537
6DkmFhzJrkVhDlcgcEy7Pc,Down for You (feat. BJ the Chicago Kid),You Should Be Here,r&b,Kehlani,227755
5hYijRB4AJYveUDXBrbslS,Sanctuary (feat. Big K.R.I.T.),Trouble in Paradise,r&b,ELHAE,217649
6e4upSHc7KQEFqBsmV6zUS,Won't Cope with It,Chasing Traces,r&b,Alina Amuri,172320
6xagjcywpcyNFghafZPQJv,Banana Clip,War & Leisure,r&b,Miguel,201627
6Hgh47WXVKtXN5zGOu0hjI,OTW,OTW,r&b,Khalid,263014
77UjLW8j5UAGAGVGhR5oUK,Pray For Me (with Kendrick Lamar),Black Panther The Album Music From And Inspired By,r&b,The Weeknd,211440
7leyDDstl7zDtwC0ZYoYTk,Down,Down,r&b,Noah Levi,170120
5dXI2NV7X2c4anyLFbQdEX,Honesty,Honesty,r&b,Pink Sweat$,191000
6Qs4SXO9dwPj5GKvVOv8Ki,Dancing With A Stranger (with Normani),Dancing With A Stranger (with Normani),r&b,Sam Smith,171030
0P6AWOA4LG1XOctzaVu5tt,The Weekend - Funk Wav Remix,The Weekend (Funk Wav Remix),r&b,SZA,171806
7DOv4eGZ0YH5hpgPF8iw0K,Karussell,Karussell,r&b,Remoe,165133
5GjisoOfsN8qagrax01T4y,Wanna Be,Hive Mind,r&b,The Internet,267400
3KVlk3I9qKGTPFpkWA20nh,Close,Ella Mai,r&b,Ella Mai,251990
6d4E3KLrX4xiwx1DiIJefO,Petty Lover,Pretty Dreamer / Petty Lover,r&b,Jaz Karis,160655
2RZ9OA2VzFCRZDng151Yjs,Broke,Broke,r&b,Andreya Triana,158692
6kb6eE0tLvCoNbPUVsShro,Women Who Look Like You (feat. Guapdad 4000),Women Who Look Like You (feat. Guapdad 4000),r&b,JP Saxe,186381
1XHREJkKDZCokAtGUAeH55,Klavier - Radio Mix,Klavier,r&b,Starjack,154811
4DQTdFaGep7IsnB4duY1xM,Beat Like A Drum,Beat Like A Drum,r&b,Jenil,173351
5viw7xR22mmAU8UjtX9duJ,Feel Alive - Radio Mix,Feel Alive,r&b,Jenil,232510
7gmLcEPIL4wDUk8DykPBk6,A$IAN BOY,A$IAN BOY,r&b,Chriilz,243200
1CmOc5SaNBaH3uXhLt15FX,Kaleidoscope World (feat. Krista) - Radio Mix,Kaleidoscope World (feat. Krista),r&b,Jenil,175006
4Ekvue7dDSQAPmtSUGhrK7,Take It Higher,Take It Higher,r&b,Jenil,138287
58XL4UmErguprvN7oJQM03,Sinulog Anthem - Original Mix,Sinulog Anthem,r&b,Jenil,240011
6Lx2NpY8Y0hdeM7bpjrXsH,Ambak,Ambak,r&b,Jenil,173096
6qgRmiHOnLbkYC0ZNecLet,Lemonade,Lemonade,r&b,Alex Zind,210997
70eFcWOvlMObDhURTqT4Fv,Beautiful People (feat. Khalid),No.6 Collaborations Project,r&b,Ed Sheeran,197867
0ZBP7LB2JvzoaKsBFElGRF,Do You Mean (feat. Ty Dolla $ign & bülow),World War Joy...Takeaway,r&b,The Chainsmokers,193176
4hPpVbbakQNv8YTHYaOJP4,One Thing Right,One Thing Right,r&b,Marshmello,181824
0IZoBFaTUG79KBfKlv8zmG,Hotel Walls,Hotel Walls,r&b,Smith & Thell,206293
4wuCQX7JvAZLlrcmH4AeZF,Cross Me (feat. Chance the Rapper & PnB Rock),No.6 Collaborations Project,r&b,Ed Sheeran,206187
3y3brCCecHC3Db18aIOnny,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")","Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",r&b,Kygo,215316
51MMC5DogGZAnHil5HQAXg,Circles,Hollywood's Bleeding,r&b,Post Malone,215280
6vBdBCoOhKHiYDDOcorfNo,Goodbyes (Feat. Young Thug),Goodbyes (Feat. Young Thug),r&b,Post Malone,174960
26wLOs3ZuHJa2Ihhx6QIE6,Teeth,13 Reasons Why (Season 3),r&b,5 Seconds of Summer,204887
3NkJNL3WqO1Lqc3uNDxvCN,Don't Call Me Angel (Charlie's Angels) (with Miley Cyrus & Lana Del Rey),Don't Call Me Angel (Charlie's Angels),r&b,Ariana Grande,190107
2uZVfvOK7MTjBTRICYmpso,Birds (feat. Elisa),Birds,r&b,Imagine Dragons,219435
7LzouaWGFCy4tkXDOOnEyM,Liar,Liar,r&b,Camila Cabello,207039
2b8fOow8UzyDFAE27YhOZM,Memories,Memories,r&b,Maroon 5,189486
1xU2QZ40MY4Ex2pfczZa9U,Stack It Up (feat. A Boogie Wit da Hoodie),Stack It Up (feat. A Boogie Wit da Hoodie),r&b,Liam Payne,166406
6V9fHiv84WlVTg7CSnIVY2,Graveyard,Graveyard,r&b,Halsey,181806
0mP5HOkHoaW9Q7qf7cJ7Gk,Lie,Lie,r&b,Lukas Graham,179842
0rIAC4PXANcKmitJfoqmVm,Motivation,Motivation,r&b,Normani,193837
4jp4Z02kzzg8gK0NmDGgml,Play,Play,r&b,K-391,167977
6wo37KVqFJhtuxPTpLCcfe,Takeaway (feat. Lennon Stella),World War Joy...Takeaway,r&b,The Chainsmokers,209893
2wrJq5XKLnmhRXHIAf9xBa,"10000 Hours (with Justin Bieber)","10000 Hours (with Justin Bieber)",r&b,Dan + Shay,167693
2Dpe4Wnm8lQ07nk2SfzvEz,Cold,Cold,r&b,James Blunt,208073
3cphb8kdsjElYR7r5icK3H,Nice To Meet Ya,Nice To Meet Ya,r&b,Niall Horan,158805
2tnVG71enUj33Ic2nFN6kZ,Ride It,Ride It,r&b,Regard,157606
7aiClxsDWFRQ0Kzk5KI5ku,hot girl bummer,hot girl bummer,r&b,blackbear,185093
3Yh9lZcWyKrK9GjbhuS0hR,Good as Hell,Good as Hell,r&b,Lizzo,159736
1HfMVBKM75vxSfsQ5VefZ5,Lose You To Love Me,Lose You To Love Me,r&b,Selena Gomez,206459
0qc4QlcCxVTGyShurEv1UU,Post Malone (feat. RANI),Magnets EP,r&b,Sam Feldt,174444
6YQlCOZnlFmqeciAh58fDE,Orphans,Orphans / Arabesque,r&b,Coldplay,197533
2Fn4gZI3MAeWTiv7cSVxZQ,Another Place,Another Place,r&b,Bastille,213511
6CeeoAi5qUa4ZjQo1S7Ho7,Somebody Else,Somebody Else,r&b,Isac Elliot,161738
6WrI0LAC5M1Rw2MnX2ZvEg,Don't Start Now,Don't Start Now,r&b,Dua Lipa,183290
4D7ERaKgv8NAeck8RzUtRz,Younger,Younger,r&b,Jonas Blue,194721
2plLJpUcYPFrl1sW2pMG63,Lights Up,Lights Up,r&b,Harry Styles,172227
2GdxQw8NwoeH8tKySg6nym,Torn,Torn,r&b,Ava Max,198006
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,everything i wanted,r&b,Billie Eilish,245426
2zoNNEAyPK2OGDfajardlY,Rushing Back,Rushing Back,r&b,Flume,231663
7CHi4DtfK4heMlQaudCuHK,Lose Control,Lose Control,r&b,MEDUZA,168387
0qaWEvPkts34WF68r8Dzx9,Turn Me On (feat. Vula),Turn Me On (feat. Vula),r&b,Riton,208474
7N06jo3EnV792VFaG8vuW6,Close Your Eyes,Close Your Eyes,r&b,Felix Jaehn,160794
7ce20yLkzuXXLUhzIDoZih,Before You Go,Before You Go,r&b,Lewis Capaldi,215107
7MNI1Tye1eMDOe2nDBjafd,One,TIME,r&b,Måns Zelmerlöw,199013
0sf12qNH5qcw8qpgymFOqD,Blinding Lights,Blinding Lights,r&b,The Weeknd,201573
3jjujdWJ72nww5eGnfs2E7,Adore You,Fine Line,r&b,Harry Styles,207133
41L3O37CECZt3N7ziG2z7l,Yummy,Yummy,r&b,Justin Bieber,210427
0bMbDctzMmTyK2j74j3nF3,"Alone","Alone",r&b,Alan Walker,179053
0DiDStADDVh3SvAsoJAFMk,Only Human,Happiness Begins,r&b,Jonas Brothers,183000
2grAr8pWMuLWn8ZYEE9wDV,Never Seen the Rain,Never Seen the Rain,r&b,Tones and I,200756
3yOlyBJuViE2YSGn3nVE1K,My Oh My (feat. DaBaby),Romance,r&b,Camila Cabello,170746
3FGiFUJRRp5RGikVrs6kig,Underdog,Underdog,r&b,Alicia Keys,208208
3Dv1eDb0MEgF93GpLXlucZ,Say So,Hot Pink,r&b,Doja Cat,237893
10kkgS1Ua4pgXORO8dUtDL,Let You Down Let You Go,Let You Down Let You Go,r&b,Jozzy,199872
1mpD5Q8IM32I4bF6eCpU74,Up All Night,Up All Night,r&b,Khalid,157220
